"Date","AQS_SITE_ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"07/01/2015","340030006","1","0.063","ppm","77","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/02/2015","340030006","1","0.051","ppm","47","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/03/2015","340030006","1","0.054","ppm","50","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/04/2015","340030006","1","0.05","ppm","46","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/05/2015","340030006","1","0.057","ppm","58","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/06/2015","340030006","1","0.052","ppm","48","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/07/2015","340030006","1","0.053","ppm","49","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/08/2015","340030006","1","0.045","ppm","42","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/09/2015","340030006","1","0.039","ppm","36","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/10/2015","340030006","1","0.044","ppm","41","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/11/2015","340030006","1","0.052","ppm","48","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/12/2015","340030006","1","0.057","ppm","58","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/13/2015","340030006","1","0.055","ppm","51","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/16/2015","340030006","1","0.05","ppm","46","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/17/2015","340030006","1","0.055","ppm","51","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/21/2015","340030006","1","0.052","ppm","48","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/22/2015","340030006","1","0.039","ppm","36","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/23/2015","340030006","1","0.041","ppm","38","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/24/2015","340030006","1","0.043","ppm","40","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/25/2015","340030006","1","0.056","ppm","54","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/26/2015","340030006","1","0.063","ppm","77","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/27/2015","340030006","1","0.054","ppm","50","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/28/2015","340030006","1","0.058","ppm","61","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/29/2015","340030006","1","0.079","ppm","129","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/30/2015","340030006","1","0.039","ppm","36","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"07/31/2015","340030006","1","0.041","ppm","38","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/01/2015","340030006","1","0.056","ppm","54","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/02/2015","340030006","1","0.057","ppm","58","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/03/2015","340030006","1","0.067","ppm","90","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/04/2015","340030006","1","0.057","ppm","58","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/05/2015","340030006","1","0.049","ppm","45","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/06/2015","340030006","1","0.038","ppm","35","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/07/2015","340030006","1","0.044","ppm","41","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/08/2015","340030006","1","0.045","ppm","42","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/09/2015","340030006","1","0.036","ppm","33","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/10/2015","340030006","1","0.027","ppm","25","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/11/2015","340030006","1","0.031","ppm","29","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/12/2015","340030006","1","0.033","ppm","31","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/13/2015","340030006","1","0.04","ppm","37","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/14/2015","340030006","1","0.059","ppm","64","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/15/2015","340030006","1","0.071","ppm","101","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/16/2015","340030006","1","0.067","ppm","90","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/17/2015","340030006","1","0.072","ppm","105","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/18/2015","340030006","1","0.043","ppm","40","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/19/2015","340030006","1","0.031","ppm","29","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/20/2015","340030006","1","0.026","ppm","24","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/21/2015","340030006","1","0.051","ppm","47","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/22/2015","340030006","1","0.051","ppm","47","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/23/2015","340030006","1","0.042","ppm","39","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/24/2015","340030006","1","0.073","ppm","108","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/25/2015","340030006","1","0.071","ppm","101","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/26/2015","340030006","1","0.048","ppm","44","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/27/2015","340030006","1","0.034","ppm","31","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/28/2015","340030006","1","0.038","ppm","35","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/29/2015","340030006","1","0.065","ppm","84","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/30/2015","340030006","1","0.073","ppm","108","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"08/31/2015","340030006","1","0.062","ppm","74","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/01/2015","340030006","1","0.062","ppm","74","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/02/2015","340030006","1","0.071","ppm","101","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/03/2015","340030006","1","0.06","ppm","67","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/04/2015","340030006","1","0.044","ppm","41","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/05/2015","340030006","1","0.037","ppm","34","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/06/2015","340030006","1","0.048","ppm","44","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/07/2015","340030006","1","0.064","ppm","80","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/08/2015","340030006","1","0.076","ppm","119","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/09/2015","340030006","1","0.036","ppm","33","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/10/2015","340030006","1","0.02","ppm","19","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/11/2015","340030006","1","0.037","ppm","34","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/12/2015","340030006","1","0.037","ppm","34","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/13/2015","340030006","1","0.033","ppm","31","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/14/2015","340030006","1","0.027","ppm","25","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/15/2015","340030006","1","0.056","ppm","54","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/16/2015","340030006","1","0.07","ppm","100","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/17/2015","340030006","1","0.08","ppm","133","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/18/2015","340030006","1","0.064","ppm","80","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/19/2015","340030006","1","0.045","ppm","42","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/20/2015","340030006","1","0.032","ppm","30","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/21/2015","340030006","1","0.034","ppm","31","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/22/2015","340030006","1","0.032","ppm","30","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/23/2015","340030006","1","0.043","ppm","40","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/24/2015","340030006","1","0.05","ppm","46","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/25/2015","340030006","1","0.029","ppm","27","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/26/2015","340030006","1","0.036","ppm","33","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/27/2015","340030006","1","0.033","ppm","31","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/28/2015","340030006","1","0.024","ppm","22","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/29/2015","340030006","1","0.023","ppm","21","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"09/30/2015","340030006","1","0.025","ppm","23","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/01/2015","340030006","1","0.017","ppm","16","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/02/2015","340030006","1","0.018","ppm","17","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/03/2015","340030006","1","0.019","ppm","18","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/04/2015","340030006","1","0.032","ppm","30","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/05/2015","340030006","1","0.028","ppm","26","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/06/2015","340030006","1","0.029","ppm","27","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/07/2015","340030006","1","0.026","ppm","24","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/08/2015","340030006","1","0.023","ppm","21","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/09/2015","340030006","1","0.032","ppm","30","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/10/2015","340030006","1","0.029","ppm","27","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/11/2015","340030006","1","0.037","ppm","34","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/12/2015","340030006","1","0.035","ppm","32","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/13/2015","340030006","1","0.027","ppm","25","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/14/2015","340030006","1","0.016","ppm","15","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/15/2015","340030006","1","0.027","ppm","25","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/16/2015","340030006","1","0.034","ppm","31","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/17/2015","340030006","1","0.025","ppm","23","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/18/2015","340030006","1","0.029","ppm","27","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/19/2015","340030006","1","0.027","ppm","25","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/20/2015","340030006","1","0.035","ppm","32","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/21/2015","340030006","1","0.028","ppm","26","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/22/2015","340030006","1","0.032","ppm","30","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/23/2015","340030006","1","0.033","ppm","31","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/24/2015","340030006","1","0.024","ppm","22","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/25/2015","340030006","1","0.026","ppm","24","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/26/2015","340030006","1","0.02","ppm","19","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/27/2015","340030006","1","0.024","ppm","22","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/28/2015","340030006","1","0.027","ppm","25","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/29/2015","340030006","1","0.032","ppm","30","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/30/2015","340030006","1","0.026","ppm","24","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"10/31/2015","340030006","1","0.02","ppm","19","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"11/01/2015","340030006","1","0.026","ppm","24","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"11/02/2015","340030006","1","0.019","ppm","18","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"11/03/2015","340030006","1","0.012","ppm","11","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"11/04/2015","340030006","1","0.026","ppm","24","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"11/05/2015","340030006","1","0.009","ppm","8","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"11/06/2015","340030006","1","0.021","ppm","19","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"11/07/2015","340030006","1","0.026","ppm","24","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
"11/08/2015","340030006","1","0.031","ppm","29","24","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.870436","-73.991994"
